0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,0.00065,-0.00257,-0.00015,0,0,0
0.99999,0.00052,-0.00325,-0.00017,0,0,0
0.99999,0.00048,-0.00394,-0.00019,0,0,0
0.99999,0.00047,-0.00464,-0.00022,0,0,0
0.99999,0.0004,-0.00528,-0.00024,0,0,0
0.99999,0.0004,-0.00528,-0.00024,0,0,0
0.99991,-0.00112,-0.01322,-0.00067,0,0,0
0.99991,-0.00117,-0.0135,-0.0007,0,0,0
0.9999,-0.0012,-0.01375,-0.00073,0,0,0
0.9999,-0.00119,-0.01397,-0.00076,0,0,0
0.9999,-0.00125,-0.01423,-0.0008,0,0,0
0.9999,-0.00125,-0.01423,-0.0008,0,0,0
0.99989,-0.00126,-0.01442,-0.00082,0,0,0
0.99989,-0.00122,-0.01463,-0.00086,0,0,0
0.99989,-0.00124,-0.01482,-0.00089,0,0,0
0.99989,-0.00129,-0.015,-0.0009,0,0,0
0.99988,-0.00133,-0.0152,-0.00094,0,0,0
0.99988,-0.00133,-0.0152,-0.00094,0,0,0
0.99988,-0.00126,-0.01536,-0.00097,0,0,0
0.99988,-0.00125,-0.01552,-0.00098,0,0,0
0.99988,-0.00125,-0.01552,-0.00098,0,0,0
0.99988,-0.0012,-0.01563,-0.00102,0,0,0
0.99987,-0.00114,-0.01578,-0.00104,0,0,0
0.99987,-0.00117,-0.01587,-0.00107,0,0,0
0.99987,-0.00115,-0.01597,-0.00109,0,0,0
0.99987,-0.00115,-0.01597,-0.00109,0,0,0
0.99987,-0.00116,-0.01604,-0.00112,0,0,0
0.99987,-0.00125,-0.01611,-0.00114,0,0,0
0.99987,-0.00122,-0.0162,-0.00117,0,0,0
0.99987,-0.00113,-0.0163,-0.0012,-0.002101648,0.0002857276,1.56251E-06
0.99986,-0.00108,-0.01639,-0.00124,-0.006382069,0.0008455893,-1.707623E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.01080991,0.001386844,-3.029431E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.01530364,0.001924907,-2.055975E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.01978858,0.002470613,-1.92887E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.02426472,0.003023962,-2.648116E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.02873206,0.003584954,-4.213712E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.03319062,0.004153589,-6.625659E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.03764037,0.004729866,-9.883956E-05
0.99986,-0.00103,-0.0165,-0.00128,-0.04208133,0.005313786,-0.000139886
0.99986,-0.00103,-0.0165,-0.00128,-0.04651349,0.005905349,-0.000189396
0.99986,-0.00103,-0.0165,-0.00128,-0.05093686,0.006504555,-0.0002473695
0.99986,-0.00103,-0.0165,-0.00128,-0.05535144,0.007111404,-0.0003138066
0.99986,-0.00097,-0.01657,-0.0013,-0.05980692,0.007745052,-0.0004083383
0.99986,-0.00102,-0.01662,-0.00133,-0.06436092,0.008412879,-0.0005401189
0.99986,-0.00104,-0.01669,-0.00135,-0.06901549,0.009094518,-0.0006938774
0.99986,-0.00099,-0.0167,-0.00139,-0.07377415,0.009763255,-0.0008693715
0.99986,-0.00099,-0.01673,-0.00144,-0.07863421,0.01040087,-0.001063258
0.99986,-0.00094,-0.01684,-0.00146,-0.08355503,0.01100563,-0.001273081
0.99986,-0.00089,-0.01685,-0.0015,-0.08854509,0.01158758,-0.001486694
0.99986,-0.00085,-0.01687,-0.00153,-0.09361449,0.01217535,-0.001636769
0.99986,-0.00078,-0.01688,-0.00159,-0.09875143,0.01276663,-0.001741249
0.99986,-0.0007,-0.01687,-0.00169,-0.1039495,0.01334599,-0.001797713
0.99986,-0.00063,-0.01688,-0.00173,-0.1092102,0.0139118,-0.001755309
0.99986,-0.00058,-0.01687,-0.00176,-0.114509,0.01445936,-0.001674503
0.99986,-0.00049,-0.01689,-0.00179,-0.1197907,0.01501437,-0.001589454
0.99986,-0.0005,-0.0169,-0.00182,-0.1250831,0.01558558,-0.001516936
0.99986,-0.00043,-0.0169,-0.00184,-0.1304019,0.01617081,-0.00148974
0.99986,-0.00035,-0.01689,-0.00187,-0.1357198,0.01678267,-0.001459096
0.99986,-0.00027,-0.0169,-0.00191,-0.141033,0.01742221,-0.00140482
0.99986,-0.00024,-0.01685,-0.00194,-0.1463865,0.01804318,-0.001359227
0.99986,-0.0002,-0.01676,-0.00197,-0.1518137,0.01859712,-0.001313893
0.99986,-0.00013,-0.01674,-0.002,-0.1572899,0.01911696,-0.001243956
0.99986,-2E-05,-0.01668,-0.00205,-0.1628197,0.01963055,-0.00115437
0.99986,-2E-05,-0.01658,-0.00209,-0.1683939,0.02012631,-0.001014484
0.99986,-5E-05,-0.01655,-0.00212,-0.1739518,0.02058524,-0.0008451024
0.99986,0,-0.01654,-0.00215,-0.1794854,0.02103786,-0.0007319102
0.99986,2E-05,-0.01649,-0.00219,-0.1849906,0.02148231,-0.000635402
0.99986,0.00012,-0.01649,-0.00221,-0.1904527,0.02188509,-0.0005559869
0.99986,0.00029,-0.01654,-0.00224,-0.1958572,0.02229217,-0.0005115161
0.99986,0.00035,-0.01645,-0.00227,-0.2012359,0.02272536,-0.0004770074
0.99986,0.00035,-0.01642,-0.0023,-0.2066123,0.02314015,-0.0004599623
0.99986,0.00037,-0.01637,-0.00234,-0.2119845,0.02352338,-0.0004775593
0.99986,0.00035,-0.01628,-0.00238,-0.2173682,0.02388135,-0.0004868912
0.99987,0.00042,-0.01623,-0.00242,-0.2227584,0.02422377,-0.0004697861
0.99987,0.00042,-0.01623,-0.00242,-0.2281524,0.02457309,-0.000463235
0.99987,0.00042,-0.01623,-0.00242,-0.2335376,0.02493004,-0.0004651475
0.99987,0.00052,-0.0162,-0.00245,-0.2389185,0.02528037,-0.0004863805
0.99987,0.00057,-0.01611,-0.00248,-0.2443027,0.02560376,-0.0005015451
0.99987,0.00065,-0.01611,-0.00251,-0.2496394,0.02591469,-0.0004932907
0.99987,0.00071,-0.01607,-0.00254,-0.2549324,0.02620705,-0.0005090606
0.99987,0.0007,-0.016,-0.00258,-0.2602186,0.02646395,-0.0005634912
0.99987,0.0007,-0.016,-0.00258,-0.2654865,0.0267118,-0.0006345282
0.99987,0.0007,-0.01593,-0.00262,-0.2707526,0.02693234,-0.0007450938
0.99987,0.00076,-0.01591,-0.00265,-0.2759949,0.02713139,-0.0009174675
0.99987,0.00081,-0.01585,-0.00268,-0.2812168,0.02731695,-0.001081444
0.99987,0.00089,-0.01581,-0.00272,-0.2864425,0.02746431,-0.001224485
0.99987,0.00094,-0.01581,-0.00276,-0.2916469,0.02758292,-0.001404962
0.99987,0.00094,-0.01581,-0.00276,-0.2968276,0.0276917,-0.001613138
0.99987,0.00097,-0.01574,-0.00278,-0.3020093,0.02780577,-0.00183056
0.99987,0.001,-0.01572,-0.00281,-0.307165,0.02792493,-0.002055509
0.99987,0.00101,-0.01567,-0.00285,-0.3122846,0.02801638,-0.002244561
0.99987,0.00107,-0.01558,-0.00287,-0.3174033,0.02807466,-0.002412361
0.99988,0.00111,-0.01547,-0.0029,-0.3225451,0.02812627,-0.002584203
