0.99377,0.01101,0.04209,-0.10265,0.11941,0.12360,-9.36088 
0.99996,0.00713,-0.00620,-0.00042,0.01481,-0.01930,-0.09068 
0.99995,0.00727,-0.00624,-0.00042,0.02664,-0.05896,0.01960 
0.99995,0.00730,-0.00625,-0.00040,0.03950,-0.04699,0.02738 
0.99995,0.00718,-0.00622,-0.00039,0.03172,-0.05971,0.00628 
0.99996,0.00704,-0.00611,-0.00039,0.01422,-0.01811,-0.00030 
0.99995,0.00712,-0.00627,-0.00039,0.02484,-0.04175,-0.01227 
0.99995,0.00714,-0.00628,-0.00039,0.03487,-0.04998,-0.01107 
0.99995,0.00716,-0.00628,-0.00039,0.04803,-0.05761,-0.01287 
0.99995,0.00715,-0.00629,-0.00039,0.04295,-0.01062,-0.01586 
0.99996,0.00710,-0.00627,-0.00040,0.01466,-0.01377,-0.02843 
0.99996,0.00710,-0.00624,-0.00039,0.03142,-0.07242,0.01227 
0.99995,0.00718,-0.00629,-0.00039,0.05671,0.00494,-0.02843 
0.99995,0.00724,-0.00633,-0.00038,0.01182,-0.05372,-0.04684 
0.99995,0.00724,-0.00629,-0.00039,0.03038,-0.02978,-0.00853 
0.99995,0.00718,-0.00628,-0.00038,0.03367,-0.03696,-0.00449 
0.99995,0.00713,-0.00626,-0.00039,0.03352,-0.03352,-0.06554 
0.99996,0.00712,-0.00624,-0.00039,0.03142,-0.03591,-0.06913 
0.99995,0.00720,-0.00629,-0.00038,0.03711,-0.02289,-0.03980 
0.99995,0.00727,-0.00633,-0.00038,0.01362,-0.01586,-0.02289 
0.99995,0.00723,-0.00628,-0.00038,0.03965,-0.07198,0.00748 
0.99996,0.00711,-0.00623,-0.00037,0.02439,-0.06853,0.00329 
0.99996,0.00710,-0.00625,-0.00036,0.04744,-0.02708,-0.01526 
0.99995,0.00719,-0.00626,-0.00036,0.03053,-0.02993,0.00389 
0.99995,0.00725,-0.00627,-0.00036,0.02903,-0.00120,0.02439 
0.99995,0.00719,-0.00625,-0.00035,0.03950,-0.03651,0.00389 
0.99996,0.00717,-0.00621,-0.00034,0.03322,-0.04803,0.01586 
0.99995,0.00720,-0.00626,-0.00034,0.04010,-0.02364,-0.04998 
0.99995,0.00722,-0.00624,-0.00034,0.02948,-0.01496,-0.02664 
0.99996,0.00714,-0.00618,-0.00034,0.02723,-0.02963,-0.03262 
0.99996,0.00710,-0.00615,-0.00034,0.03023,-0.07123,-0.06853 
0.99996,0.00713,-0.00617,-0.00034,0.04654,-0.00658,-0.02005 
0.99995,0.00724,-0.00618,-0.00033,0.00569,-0.03801,0.00389 
0.99995,0.00728,-0.00622,-0.00033,0.02888,-0.03831,0.03696 
0.99995,0.00719,-0.00619,-0.00033,0.07198,-0.06360,-0.03262 
0.99996,0.00708,-0.00613,-0.00032,0.04624,-0.02783,0.00329 
0.99996,0.00710,-0.00617,-0.00032,0.04235,-0.03831,-0.05537 
0.99995,0.00718,-0.00622,-0.00033,0.04025,-0.02260,0.03681 
0.99995,0.00724,-0.00622,-0.00032,0.01197,-0.02005,-0.02005 
0.99995,0.00720,-0.00625,-0.00031,0.05761,-0.03965,0.01586 
0.99996,0.00713,-0.00621,-0.00031,0.06255,-0.05926,0.00150 
0.99995,0.00718,-0.00623,-0.00031,0.05432,-0.00883,0.02065 
0.99995,0.00717,-0.00627,-0.00031,0.03561,0.00823,-0.00209 
0.99996,0.00709,-0.00616,-0.00033,0.03053,-0.05552,-0.04998 
0.99996,0.00695,-0.00607,-0.00032,0.01092,-0.06120,-0.04758 
0.99996,0.00699,-0.00608,-0.00032,0.03935,-0.01287,-0.04100 
0.99996,0.00712,-0.00614,-0.00031,0.04235,-0.05791,-0.03561 
0.99995,0.00719,-0.00622,-0.00030,0.02993,-0.02753,0.00090 
0.99996,0.00717,-0.00618,-0.00030,0.04459,-0.00913,-0.00209 
0.99996,0.00695,-0.00609,-0.00030,0.05941,-0.07796,-0.03202 
0.99996,0.00693,-0.00611,-0.00030,0.06928,0.00329,0.00449 
0.99996,0.00716,-0.00617,-0.00030,0.04354,-0.05088,-0.01347 
0.99995,0.00727,-0.00633,-0.00029,0.03995,-0.07632,0.05911 
0.99995,0.00725,-0.00622,-0.00030,0.05327,0.00599,0.06075 
0.99996,0.00701,-0.00620,-0.00029,0.04893,-0.08095,0.00090 
0.99996,0.00685,-0.00614,-0.00028,0.03651,-0.03831,-0.04100 
0.99995,0.00696,-0.00684,0.00019,0.82405,-0.46956,0.66903 
0.99976,0.00797,-0.01509,0.01340,-0.67741,0.10774,3.72672 
0.99984,0.00767,-0.01319,0.00986,-0.16804,0.08245,0.59451 
0.99991,0.00883,-0.00200,0.00951,0.23493,-0.26157,-2.15403 
0.99988,0.00848,-0.00129,0.01294,0.29209,0.47959,0.49081 
0.99992,0.00614,-0.00581,0.00988,-0.49171,-0.71392,1.67774 
0.99991,0.00677,-0.00813,0.00871,0.15832,-0.27698,-0.72469 
0.99990,0.00888,-0.00620,0.00860,0.13542,0.16475,-1.04297 
0.99991,0.00997,-0.00286,0.00863,-0.11597,0.04549,0.13602 
0.99991,0.00823,-0.00633,0.00873,0.29703,-0.06659,0.35928 
0.99992,0.00698,-0.00651,0.00873,-0.01930,0.13393,-0.11941 
0.99993,0.00641,-0.00487,0.00871,-0.07991,-0.17119,-0.51430 
0.99992,0.00653,-0.00612,0.00878,-0.00209,-0.17687,-0.04773 
0.99991,0.00787,-0.00649,0.00873,0.11492,0.14275,-0.06225 
0.99991,0.00898,-0.00390,0.00872,0.11941,-0.04938,0.28596 
0.99992,0.00908,-0.00189,0.00877,-0.09263,-0.14021,0.41569 
0.99992,0.00812,-0.00294,0.00875,0.03666,0.06135,-0.18675 
0.99993,0.00742,-0.00242,0.00878,-0.03561,-0.09622,-0.14395 
0.99993,0.00746,-0.00326,0.00877,0.09637,-0.09921,-0.17912 
0.99992,0.00826,-0.00364,0.00880,-0.01422,-0.05686,0.06240 
0.99992,0.00880,-0.00390,0.00877,0.03382,-0.01481,0.00344 
0.99992,0.00848,-0.00375,0.00879,-0.01466,-0.10130,0.29000 
0.99992,0.00800,-0.00335,0.00878,0.04310,-0.02664,-0.15862 
