0.65604,0.06338,-0.03646,0.75117
0.65604,0.06337,-0.03650,0.75118
0.65603,0.06329,-0.03650,0.75119
0.65603,0.06326,-0.03643,0.75120
0.65603,0.06321,-0.03625,0.75121
0.65603,0.06327,-0.03616,0.75121
0.65603,0.06337,-0.03603,0.75121
0.65603,0.06350,-0.03571,0.75121
0.65603,0.06363,-0.03579,0.75120
0.65603,0.06358,-0.03557,0.75121
0.65599,0.06365,-0.03556,0.75124
0.65594,0.06373,-0.03537,0.75128
0.65575,0.06376,-0.03532,0.75145
0.65561,0.06377,-0.03518,0.75158
0.65557,0.06395,-0.03493,0.75161
0.65557,0.06403,-0.03476,0.75161
0.65554,0.06392,-0.03477,0.75165
0.65553,0.06395,-0.03465,0.75166
0.65551,0.06390,-0.03460,0.75168
0.65540,0.06383,-0.03456,0.75178
0.65533,0.06382,-0.03450,0.75185
0.65528,0.06388,-0.03446,0.75189
0.65506,0.06407,-0.03431,0.75207
0.65600,0.06425,-0.03416,0.75125
0.65598,0.06440,-0.03391,0.75126
0.65604,0.06449,-0.03376,0.75121
0.65622,0.06439,-0.03383,0.75106
0.65631,0.06386,-0.03420,0.75101
0.65603,0.06316,-0.03485,0.75128
0.65538,0.06282,-0.03554,0.75184
0.65443,0.06312,-0.03556,0.75264
0.65333,0.06304,-0.03523,0.75362
0.65241,0.06256,-0.03559,0.75444
0.65175,0.06203,-0.03633,0.75502
0.64985,0.06099,-0.03719,0.75670
0.64925,0.05951,-0.03875,0.75725
0.64892,0.05733,-0.04107,0.75758
0.64880,0.05443,-0.04471,0.75769
0.64857,0.05075,-0.04964,0.75784
0.64782,0.04669,-0.05548,0.75833
0.64682,0.04262,-0.06141,0.75897
0.64584,0.03845,-0.06720,0.75954
0.64505,0.03406,-0.07335,0.75985
0.64455,0.02878,-0.08062,0.75976
0.64419,0.02249,-0.08976,0.75925
0.64927,0.01295,-0.10053,0.75377
0.64654,0.00188,-0.11411,0.75430
0.64345,-0.01168,-0.13020,0.75424
0.64063,-0.02808,-0.14721,0.75309
0.63739,-0.04611,-0.16572,0.75109
0.63363,-0.06329,-0.18299,0.74901
0.62916,-0.08009,-0.19845,0.74723
0.62488,-0.09680,-0.21312,0.74480
0.62092,-0.11219,-0.22832,0.74145
0.61749,-0.12748,-0.24415,0.73678
0.61310,-0.14438,-0.26132,0.73142
0.60866,-0.16297,-0.27957,0.72444
0.60213,-0.18209,-0.29864,0.71770
0.59506,-0.20150,-0.31867,0.70976
0.58729,-0.22050,-0.33898,0.70112
0.57883,-0.23893,-0.35909,0.69204
0.57014,-0.25693,-0.37853,0.68238
0.56102,-0.27520,-0.39699,0.67225
0.55097,-0.29310,-0.41599,0.66142
0.54025,-0.31029,-0.43592,0.64948
0.52921,-0.32591,-0.45501,0.63772
0.51882,-0.33981,-0.47193,0.62662
0.54847,-0.38379,-0.46298,0.58097
0.53884,-0.39608,-0.47624,0.57094
0.52915,-0.40744,-0.48978,0.56045
0.51819,-0.41959,-0.50437,0.54867
0.50529,-0.43241,-0.52008,0.53594
0.49134,-0.44496,-0.53603,0.52275
0.47677,-0.45729,-0.55195,0.50884
0.46170,-0.46915,-0.56767,0.49445
0.44614,-0.48089,-0.58284,0.47958
0.42884,-0.49237,-0.59841,0.46430
0.41031,-0.50427,-0.61322,0.44870
0.38682,-0.51738,-0.62985,0.43125
0.35632,-0.53463,-0.64913,0.40724
0.32063,-0.55250,-0.66936,0.37934
0.28356,-0.56899,-0.68759,0.35081
0.24781,-0.58329,-0.70257,0.32367
0.21825,-0.59470,-0.71382,0.29859
0.19531,-0.60268,-0.72218,0.27765
0.17703,-0.60689,-0.73024,0.25905
0.15647,-0.60948,-0.73883,0.24121
0.12860,-0.61458,-0.74616,0.22135
0.09296,-0.62294,-0.75219,0.19367
0.05035,-0.61863,-0.76675,0.16387
0.01491,-0.62575,-0.76867,0.13175
-0.01722,-0.63131,-0.76890,0.09971
-0.04798,-0.63375,-0.76884,0.07032
-0.07523,-0.63508,-0.76759,0.04272
-0.09941,-0.63493,-0.76600,0.01525
-0.12182,-0.63267,-0.76469,-0.01128
-0.14415,-0.62968,-0.76256,-0.03506
-0.16376,-0.62775,-0.75886,-0.05708
-0.17793,-0.62606,-0.75537,-0.07621
-0.18331,-0.62393,-0.75421,-0.09095
-0.17876,-0.59679,-0.77521,-0.10454
-0.17485,-0.59348,-0.77862,-0.10470
-0.17025,-0.59106,-0.78192,-0.10132
-0.16588,-0.58981,-0.78428,-0.09756
-0.16237,-0.58864,-0.78629,-0.09427
-0.15821,-0.58770,-0.78816,-0.09154
-0.15297,-0.58669,-0.79044,-0.08713
-0.14914,-0.58531,-0.79268,-0.08261
-0.14747,-0.58473,-0.79365,-0.08039
-0.14606,-0.58543,-0.79348,-0.07952
-0.14605,-0.58675,-0.79253,-0.07934
-0.14644,-0.59135,-0.78901,-0.07944
-0.14450,-0.59178,-0.78911,-0.07886
-0.14283,-0.59149,-0.78980,-0.07718
-0.14119,-0.59131,-0.79035,-0.07591
-0.13951,-0.59202,-0.79021,-0.07499
-0.13800,-0.59290,-0.78989,-0.07415
-0.13765,-0.59351,-0.78946,-0.07444
-0.13753,-0.59425,-0.78884,-0.07533
-0.13719,-0.59487,-0.78840,-0.07575
-0.13701,-0.59508,-0.78824,-0.07603
-0.13661,-0.59524,-0.78820,-0.07590
-0.13537,-0.59033,-0.79205,-0.07644
-0.13474,-0.59049,-0.79205,-0.07629
-0.13369,-0.59075,-0.79208,-0.07582
-0.13233,-0.59105,-0.79218,-0.07484
-0.13087,-0.59135,-0.79233,-0.07345
-0.12944,-0.59177,-0.79238,-0.07200
-0.12829,-0.59225,-0.79232,-0.07081
-0.12707,-0.59278,-0.79221,-0.06974
-0.12563,-0.59338,-0.79210,-0.06850
-0.12407,-0.59408,-0.79193,-0.06732
-0.12250,-0.59478,-0.79175,-0.06607
-0.12124,-0.59540,-0.79156,-0.06500
-0.12001,-0.59245,-0.79398,-0.06478
-0.11932,-0.59265,-0.79400,-0.06397
-0.11917,-0.59284,-0.79390,-0.06376
-0.11907,-0.59306,-0.79373,-0.06397
-0.11818,-0.59328,-0.79375,-0.06333
-0.11682,-0.59333,-0.79403,-0.06182
-0.11581,-0.59316,-0.79441,-0.06041
-0.11565,-0.59296,-0.79462,-0.06002
-0.11586,-0.59273,-0.79473,-0.06039
-0.11608,-0.59263,-0.79474,-0.06078
-0.11634,-0.59261,-0.79468,-0.06135
-0.11623,-0.59198,-0.79510,-0.06212
-0.11573,-0.59210,-0.79507,-0.06243
-0.11501,-0.59205,-0.79523,-0.06211
-0.11398,-0.59198,-0.79548,-0.06146
-0.11268,-0.59170,-0.79594,-0.06060
-0.11155,-0.59095,-0.79673,-0.05966
-0.11081,-0.58997,-0.79763,-0.05863
-0.11018,-0.58932,-0.79828,-0.05755
-0.10920,-0.58887,-0.79881,-0.05659
-0.10768,-0.58827,-0.79956,-0.05523
-0.10545,-0.58756,-0.80052,-0.05318
-0.10068,-0.56231,-0.81906,-0.05304
-0.09680,-0.56198,-0.82001,-0.04892
-0.09332,-0.56182,-0.82076,-0.04474
-0.09086,-0.56198,-0.82110,-0.04145
-0.08872,-0.56236,-0.82118,-0.03924
-0.08542,-0.56292,-0.82128,-0.03650
-0.08005,-0.56371,-0.82150,-0.03103
-0.07280,-0.56452,-0.82190,-0.02227
-0.06419,-0.56527,-0.82233,-0.01125
-0.05507,-0.56572,-0.82276,0.00031
-0.04598,-0.56557,-0.82334,0.01167
-0.03634,-0.56507,-0.82391,0.02337
-0.02643,-0.53287,-0.84502,0.03590
-0.01278,-0.53178,-0.84505,0.05409
0.00538,-0.52971,-0.84463,0.07732
0.02721,-0.52604,-0.84348,0.10529
0.05139,-0.52024,-0.84141,0.13689
0.07766,-0.51211,-0.83805,0.17144
0.10547,-0.50194,-0.83301,0.20741
0.13259,-0.49058,-0.82642,0.24244
0.15676,-0.47924,-0.81920,0.27325
0.17784,-0.46889,-0.81181,0.29913
0.19661,-0.45929,-0.80409,0.32224
0.21210,-0.44512,-0.79832,0.34578
0.22995,-0.43476,-0.78930,0.36757
0.24980,-0.42276,-0.77835,0.39120
0.27303,-0.40774,-0.76353,0.41979
0.29942,-0.38965,-0.74481,0.45142
0.32530,-0.37102,-0.72278,0.48385
0.34924,-0.35533,-0.69823,0.51404
0.37533,-0.34071,-0.67278,0.53891
0.39955,-0.32668,-0.64798,0.56014
0.42118,-0.31468,-0.62365,0.57847
0.44053,-0.30321,-0.59976,0.59522
0.44972,-0.28437,-0.58002,0.61681
0.46397,-0.27250,-0.55764,0.63207
0.47721,-0.25919,-0.53417,0.64788
0.49215,-0.24421,-0.50636,0.66465
0.50823,-0.22775,-0.47418,0.68190
0.52406,-0.21075,-0.44042,0.69784
0.53899,-0.19384,-0.40787,0.71102
0.55130,-0.17788,-0.37920,0.72155
0.56104,-0.16360,-0.35587,0.72927
0.56869,-0.15075,-0.33707,0.73502
0.57531,-0.13919,-0.32060,0.73950
0.60397,-0.13561,-0.29894,0.72626
0.61158,-0.12166,-0.27810,0.73064
0.61815,-0.10765,-0.25637,0.73524
0.62396,-0.09265,-0.23353,0.73997
0.62930,-0.07665,-0.20944,0.74447
0.63457,-0.06018,-0.18478,0.74803
0.63966,-0.04439,-0.16158,0.75017
0.64407,-0.03034,-0.14271,0.75092
0.64785,-0.01827,-0.12838,0.75065
0.65127,-0.00655,-0.11568,0.74994
0.65398,0.00515,-0.10273,0.74949
0.68717,0.01386,-0.09081,0.72067
0.68849,0.02409,-0.07956,0.72046
0.68913,0.03229,-0.07105,0.72042
0.68887,0.04047,-0.06509,0.72083
0.68766,0.05050,-0.06228,0.72159
0.68592,0.06163,-0.06180,0.72242
0.68460,0.07247,-0.05960,0.72286
0.68401,0.08182,-0.05540,0.72275
0.68396,0.08924,-0.04964,0.72233
0.68389,0.09590,-0.04372,0.72193
0.68467,0.08976,-0.03414,0.72250
0.68039,0.07865,-0.02513,0.72818
0.68024,0.07264,-0.02730,0.72887
0.67956,0.06620,-0.03081,0.72997
0.67873,0.06091,-0.03457,0.73104
0.67793,0.05770,-0.03671,0.73194
0.67792,0.05760,-0.03495,0.73204
0.67737,0.05769,-0.03282,0.73264
0.67693,0.05764,-0.03047,0.73315
0.67672,0.05808,-0.02824,0.73340
0.67676,0.05820,-0.02653,0.73342
0.67684,0.05811,-0.02491,0.73341
0.67666,0.05802,-0.02364,0.73362
0.67661,0.05807,-0.02278,0.73369
0.67654,0.05822,-0.02228,0.73376
0.67648,0.05852,-0.02188,0.73381
0.67644,0.05878,-0.02169,0.73382
0.67642,0.05872,-0.02173,0.73385
0.67640,0.05847,-0.02204,0.73388
0.67638,0.05818,-0.02239,0.73391
0.67636,0.05790,-0.02256,0.73394
0.67634,0.05767,-0.02261,0.73398
0.67634,0.05755,-0.02250,0.73399
0.67643,0.05764,-0.02229,0.73391
0.67643,0.05785,-0.02199,0.73391
0.67643,0.05813,-0.02157,0.73389
0.67643,0.05847,-0.02112,0.73388
0.67641,0.05876,-0.02064,0.73388
0.67638,0.05895,-0.02027,0.73391
0.67637,0.05910,-0.02004,0.73392
0.67637,0.05929,-0.01987,0.73391
0.67636,0.05947,-0.01970,0.73390
0.67634,0.05952,-0.01964,0.73392
0.67617,0.05944,-0.01970,0.73408
0.67662,0.05932,-0.01973,0.73367
0.67660,0.05918,-0.01980,0.73370
0.67658,0.05898,-0.01991,0.73373
